Nummer,Jahr,Technik,Format,Ausrichtung,Darstellungsformen,Gegenständlich/Ungegenständlich,Motiv,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Zus'arbeit,Bildqualität,Bemerkungen,Nummer
175,a2011,C     ,21x30,breit, ,U,   ,Fst,H1,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,175
176,a2011,Mt Dd B T  ,21x30,breit,Lwi ,U,BiB   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,176
177,a2012,zT G T   ,21x30,breit, ,U,   ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,177
178,a2011,zT G Dd   ,21x30,breit, ,U,BiB   ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,178
179,a2011,zT Dd G   ,21x30,breit, ,U,   ,Fst,H2,m,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,179
180,a2011,zT Dd C   ,21x30,breit, ,UnG,ZM   ,Fst,H2,gr,"ParPC, Par7a",,Früchtestillleben (nach Paul Cézanne),iBdK,,,,180
181,a2009,zT G Fa   ,21x30,breit,Lwi ,Gs,F St  ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,181
182,a2012,zT B G   ,21x30,breit, ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,182
183,a2012,T     ,21x30,breit, ,U,   ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,183
184,a2013,T     ,21x30,breit, ,UoG,F St  ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,184
185,a2011, G B   ,21x30,breit, ,U,   ,Fst,H5,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,185
186,a2011,Aq     ,21x30,breit, ,U,   ,Fst,H1,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,186
187,a2011,Mt Dd Kh B G ,21x30,breit,Lwi ,U,   ,Fst,H1,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,187
188,a2013,zT T B   ,21x30,breit, ,Gs,St F  ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,188
189,a2013,Mt Dd B Fs Kh ,21x30,breit,Lst Lwi,UoG,F St  ,Fst,H1,gr,ParPC,,"Früchtestillleben (nach Paul Cézanne), G",iBdK,,,,189
190,a2015,B     ,21x30,breit,Lst ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,190
191,a2012,zT Aq Dd   ,21x30,breit, ,UoG,BiB F St ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,191
192,a2016,zT Pk T   ,21x30,breit,Lst ,UoG,F St  ,Fst,H4,v,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,192
193,a2011,zT Dd B   ,21x30,breit,Lwi ,U,BiB   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,193
194,a2012,Mt Dd B G  ,21x30,breit, ,U,BiB   ,Fst,H2,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,194
195,a2011,Mt Dd T G C ,21x30,breit, ,U,   ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,195
196,a2011,zT Aq G   ,21x30,breit, ,Gs,F St  ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,196
197,a2011,zT Dd G   ,21x30,breit,Gi ,U,   ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,197
198,a2012,T     ,21x30,breit, ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,198
199,a2012,zT G B   ,21x30,breit,Gi ,UoG,St   ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,199
200,a2012,Mt B T G C ,21x30,breit, ,UoG,St F  ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,200
201,a2016,Mt B Dd G Opl ,21x30,breit, ,UoG,F St   ,Fst,H2,v,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,201
202,a2012,zT T G   ,21x30,breit, ,UoG,St F  ,Fst,H4,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,202
203,a2011,G     ,21x30,breit,Lst ,U,   ,Fst,H2,g,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,203
204,a2012,zT Aq T   ,21x30,breit, ,U,   ,Fst,H2,c,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,204
205,a2016,zT T G   ,21x30,breit, ,U,   ,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,205
206,a2016,zT T G   ,21x30,breit,Lst ,U,   ,Fst,H2,grv,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,206
207,a2012,G     ,21x30,breit, ,Gs,F St  ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,207
208,a2011,Aq Aq G   ,21x30,breit, ,UoG,F St  ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,208
209,a2011,zT Dd G   ,21x30,breit, ,U,   ,Fst,H1,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,209
210,a2016,Mt Fa B Kh  ,21x30,breit,Lwi ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,210
211,a2011,zT Dd B   ,21x30,breit, ,U,Ar BiB Sch ,Fst,H2,bw,"ParPC, Par9a",,Früchtestillleben (nach Paul Cézanne),iBdK,,,,211
212,a2011,Mt Dd Kh G  ,21x30,breit,Gi ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,212
213,a2011,Mt Dd B G  ,21x30,breit, ,U,BiB   ,Fst,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,213
214,a2011,G     ,21x30,breit, ,U,   ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,214
215,a2012,zT T B   ,21x30,breit, ,U,   ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,215
216,a2012,B     ,21x30,breit, ,U,BiB   ,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,216
217,a2016,G     ,21x30,breit, ,U,   ,Fst,H3,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,217
218,a2015,zT Dd B   ,21x30,breit, ,U,   ,Fst,H2,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,218
219,a2012,zT T G   ,21x30,breit, ,U,   ,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,219
220,a2011,Mt Dd B Fs G ,21x30,breit,Gi ,U,   ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,220
221,a2011,zT Dd G   ,21x30,breit, ,UoG,F St  ,Fst,H2,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,221
222,a2012,zT Aq G   ,21x30,breit, ,UoG,F St  ,Fst,H3,g,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,222
223,a2011,zT B G   ,21x30,breit, ,Gs,St F  ,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,223
224,a2011,zT T B   ,21x30,breit,Ul ,Gs,F St  ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,224
225,a2015,B     ,21x30,breit, ,U,   ,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,225
226,a2011,zT B G   ,21x30,breit, ,U,   ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,226
227,a2012,zT B G   ,21x30,breit,Lst ,UoG,F St  ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,227
228,a2012,Mt T Ks G  ,21x30,breit, ,U,Sch   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,228
229,a2012,zT Dd B   ,21x30,breit, ,U,BiB   ,Fst,H2,gr,"ParPC, Par9a",,Früchtestillleben (nach Paul Cézanne),iBdK,,,,229
230,a2011,zT G Kh   ,21x30,breit, ,U,   ,Fst,H2,m,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,230
231,a2015,B     ,21x30,breit,Lst ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,231
232,a2011,Aq     ,21x30,breit, ,UoG,F St  ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,232
233,a2012,Mt Dd T B  ,21x30,breit, ,Gs,St F  ,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,233
234,a2012,zT B G   ,21x30,breit, ,U,   ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,234
235,a2011,zT G C   ,21x30,breit, ,U,   ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,235
236,a2016,zT G B   ,21x30,breit, ,Gs,F  St  ,Fst,H4,v,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,236
237,a2012,T     ,21x30,breit, ,U,   ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,237
238,a2012,zT Dd G   ,21x30,breit, ,U,   ,Fst,H3,g,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,238
239,a2011,zT Dd G   ,21x30,breit, ,U,   ,Fst,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,239
240,a2011,G     ,21x30,breit, ,U,   ,Fst,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,240
241,a2011,Mt B T G  ,21x30,breit, ,Gs,St F  ,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,241
242,a2011,zT Dd G   ,21x30,breit, ,Gs,St F  ,Fst,H1,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,242
243,a2016,G     ,21x30,breit, ,UoG,St F  ,Fst,H4,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,243
244,a2011,Mt B G Dd  ,21x30,breit, ,U,   ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,244
245,a2011,G     ,21x30,breit, ,U,   ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,245
246,a2011,zT G B   ,21x30,breit, ,U,   ,Fst,H4,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,246
247,a2012,zT B G   ,21x30,breit, ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,247
248,a2011,zT T B   ,21x30,breit, ,U,   ,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,248
249,a2011,Mt Dd B G  ,21x30,breit, ,UoG,F St  ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,249
250,a2011,Mt G B Tx  ,21x30,breit, ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,250
251,a2011,zT T G   ,21x30,breit,Gi ,U,   ,Fst,H5,gr,ParPC,was,Früchtestillleben (nach Paul Cézanne),iBdK,,,,251
252,a2012,Opl     ,21x30,breit, ,U,   ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,252
253,a2011,B     ,21x30,breit,Gi Lwi,UoG,F St  ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,253
254,a2011,zT Dd B   ,21x30,breit,Lwi ,U,   ,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,254
255,a2011,zT B G   ,21x30,breit, ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,255
256,a2010,G     ,21x30,breit, ,U,   ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,256
257,a2011,zT Dd K   ,21x30,breit, ,Gs,AP F St ,Fst,H3,gr,"ParPC, Par7a",,Früchtestillleben (nach Paul Cézanne),iBdK,,,,257
258,a2011,G     ,21x30,breit, ,U,   ,Fst,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,258
259,a2012,zT T C   ,21x30,breit, ,U,   ,Fst,H4,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,259
260,a2011,B     ,21x30,breit, ,U,   ,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,260
261,a2016,zT G B   ,21x30,breit, ,Gs,F  St  ,Fst,H3,v,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,261
262,a2012,Mt B G Tx  ,21x30,breit, ,UoG,F St  ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,262
263,a2015,zT B G   ,21x30,breit, ,U,   ,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,263
264,a2012,G     ,21x30,breit, ,UoG,F St  ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,264
265,a2011,Mt Aq Dd B  ,21x30,breit, ,UoG,F St  ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,265
266,a2011,zT G Fs   ,21x30,breit, ,U,   ,Fst,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,266
267,a2011,Mt Dd C Od  ,21x30,breit, ,U,   ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,267
268,a2011,zT Dd G   ,21x30,breit,Lst ,UoG,F St  ,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,268
269,a2011,G     ,21x30,breit, ,Gs,F St  ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,269
270,a2011,Mt B T C  ,21x30,breit, ,U,   ,Fst,H4,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,270
271,a2013,zT Fa G   ,21x30,breit, ,U,   ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,271
272,a2011,zT Dd G   ,21x30,breit, ,UoG,BiB   ,Fst,H3,bw,"ParPC, Par9a",,Früchtestillleben (nach Paul Cézanne),iBdK,,,,272
273,a2011,zT G B   ,21x30,breit,Lwi ,U,   ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,273
274,a2011,G     ,21x30,breit, ,UoG,F St  ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,274
275,a2011,zT Dd B   ,21x30,breit,Lwi ,UoG,F St  ,Fst,H3,gr,"ParPC, Par9a",,Früchtestillleben (nach Paul Cézanne),iBdK,,,,275
276,a2016,zT T Z   ,21x30,breit, ,Gs,F St  ,Fst,H4,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,276
277,a2012,G     ,21x30,breit, ,Gs,bb St  ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,277
278,a2012,Dd     ,21x30,breit, ,UnG,BiB   ,Fst,H2,gr,"ParPC, Par9a",,Früchtestillleben (nach Paul Cézanne),iBdK,,,,278
279,a2011,zT B G   ,21x30,breit,Lwi ,U,   ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,279
280,a2011,G     ,21x30,breit, ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,280
281,a2011,zT G Dd   ,21x30,breit, ,UoG,F St  ,Fst,H2,g,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,281
282,a2011,Mt T G B  ,21x30,breit, ,UoG,F St  ,Fst,H2,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,282
283,a2011,G     ,21x30,breit, ,U,   ,Fst,H4,cf,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,283
284,a2011,Mt Od G T  ,21x30,breit, ,UoG,F St  ,Fst,H3,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,284
285,a2015,zT B Fa   ,21x30,breit, ,U,   ,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,285
286,a2012,Mt Dd B T  ,21x30,breit, ,U,   ,Fst,H2,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,286
287,a2016,G     ,21x30,breit, ,U,   ,Fst,H4,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,287
288,a2011,Mt T G B  ,21x30,breit, ,U,Sch   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,288
289,a2016,zT T G   ,21x30,breit, ,U,   ,Fst,H2,v,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,289
290,a2011,zT B Od   ,21x30,breit,Gi ,U,   ,Fst,H1,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,290
291,a2012,G     ,21x30,breit, ,Gs,bb St  ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,291
292,a2012,Mt B Fs Fa  ,21x30,breit, ,Gs,F St  ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,292
293,a2012,zT T G   ,21x30,breit, ,U,   ,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,293
294,a2012,Mt B Fa G  ,21x30,breit, ,UoG,F St  ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,294
295,a2012,Opl     ,21x30,breit, ,U,   ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,295
296,a2012,zT Dd G   ,21x30,breit, ,UnG,Pf   ,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,296
297,a2016,G G Ac   ,21x30,breit, ,U,   ,Fst,H4,cf,ParPC,sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,297
298,a2011,Mt Dd Ko G  ,21x30,breit, ,U,   ,Fst,H4,bw,"ParPC, Par9a",sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,298
299,a2009,G     ,21x30,breit, ,U,   ,Fst,H3,cf,ParPC,sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,299
300,a2011,Mt B T G  ,21x30,breit,Lwi ,U,   ,Fst,H5,bw,ParPC,sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,300
301,a2011,zT T G   ,21x30,breit,Gi ,U,   ,Fst,H3,b,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,301
302,a2015,Mt T G K  ,21x30,breit, ,UoG,Ti St  ,Fst,H3,bw,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,302
303,a2011,G     ,21x30,breit, ,U,   ,Fst,H2,cf,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,303
304,a2012,T     ,21x30,breit, ,U,   ,Fst,H3,bw,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,304
305,a2011,zT T K   ,21x30,breit, ,UoG,F St  ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,305
306,a2015,zT B G   ,21x30,breit, ,U,   ,Fst,H3,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,306
307,a2011,G     ,21x30,breit, ,UoG,F St  ,Fst,H3,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,307
308,a2011,G     ,21x30,breit, ,U,   ,Fst,H3,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,308
309,a2011,Mt B Fs G T ,21x30,breit, ,U,   ,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,309
310,a2014,Mt B T G  ,21x30,breit, ,U,   ,Fst,H4,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,310
311,a2012,T     ,21x30,breit, ,U,   ,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,311
312,a2016,G     ,21x30,breit, ,UoG,F St  ,Fst,H4,v,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,312
313,a2016,zT Opl T   ,21x30,breit, ,UoG,F St  ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,313
314,a2016,zT Opl G   ,21x30,breit, ,U,     ,Fst,H3,v,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,314
315,a2012,zT Aq T   ,21x30,breit, ,U,   ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,315
316,a2012,Mt B T G  ,21x30,breit, ,UoG,F St  ,Fst,H5,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,316
317,a2011,Aq     ,21x30,breit, ,UoG,F St  ,Fst,H4,y,ParPC,sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,317
318,a2016,Mt B G Opl Ve ,21x30,breit,Lwi ,U,   ,Fst,H3,v,ParPC,sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,318
319,a2012,T     ,21x30,breit, ,U,   ,Fst,H5,bw,ParPC,sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,319
320,a2016,zT B Z   ,21x30,breit, ,UoG,F St  ,Fst,H3,v,ParPC,sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,320
321,a2011,zT B OPa   ,21x30,breit, ,U,   ,Fst,H3,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,321
322,a2016,G     ,21x30,breit, ,U,    ,Fst,H3,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,322
323,a2011,zT B OPa   ,21x30,breit, ,U,   ,Fst,H2,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,323
324,a2016,G     ,21x30,breit, ,U,   ,Fst,H2,b,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,324
325,a2011,zT B T   ,21x30,breit,Gi ,UoG,F St  ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,325
326,a2012,Mt Dd T G  ,21x30,breit, ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,326
327,a2015,zT T G   ,21x30,breit, ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,327
328,a2012,Mt T B G  ,21x30,breit,Lst ,Gs,St F  ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,328
329,a2011,Mt Aq G   ,21x30,breit,Gi ,U,   ,Fst,H3,g,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,329
330,a2016,Mt G T C  ,21x30,breit, ,UoG,F St  ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,330
331,a2016,zT T G   ,21x30,breit,Gi ,U,   ,Fst,H2,v,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,331
332,a2011,T     ,21x30,breit, ,UoG,F St  ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,332
333,a2012,zT T G   ,21x30,breit, ,U,   ,Fst,H4,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,333
334,a2012,zT Aq T   ,21x30,breit, ,UoG,F St  ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,334
335,a2012,zT T G   ,21x30,breit, ,UoG,F St  ,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,335
336,a2011,Mt B Fa Fs K ,21x30,breit,Lwi ,U,   ,Fst,H3,gr,ParPC,,"Früchtestillleben (nach Paul Cézanne), T",iBdK,,,,336
337,a2016,zT T C   ,21x30,breit, ,U,   ,Fst,H4,bw,ParPC,sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,337
338,a2010,zT G T   ,21x30,breit, ,UoG,F St  ,Fst,H4,cf,ParPC,sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,338
339,a2011,B     ,21x30,breit,Lwi ,U,   ,Fst,H4,bw,ParPC,sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,339
340,a2012,T     ,21x30,breit, ,U,   ,Fst,H4,bw,ParPC,sko,Früchtestillleben (nach Paul Cézanne),iBdK,,,,340
341,a2015,zT B G   ,21x30,breit,Ul ,U,   ,Fst,H2,b,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,341
342,a2011,zT B G   ,21x30,breit,Lwi ,U,   ,Fst,H3,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,342
343,a2011,zT Dd G   ,21x30,breit, ,U,   ,Fst,H3,b,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,343
344,a2016,zT Dd G   ,21x30,breit, ,U,   ,Fst,H3,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,344
345,a2012,B     ,21x30,breit, ,U,   ,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,345
346,a2013,zT Fa G   ,21x30,breit, ,UoG,F St  ,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,346
347,a2011,T     ,21x30,breit,Lst ,U,   ,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,347
348,a2014,B     ,21x30,breit, ,Gs,F St  ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,348
349,a2012,zT Aq T   ,21x30,breit,Lst ,U,   ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,349
350,a2012,zT Aq T   ,21x30,breit, ,UoG,F St  ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,350
351,a2011,zT B G   ,21x30,breit, ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,351
352,a2011,B     ,21x30,breit, ,U,   ,Fst,H2,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,352
353,a2012,Mt B T G Ac ,21x30,breit, ,U,   ,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,353
354,a2012,T     ,21x30,breit, ,U,   ,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,354
355,a2011,G     ,21x30,breit, ,U,   ,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,355
