Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Nummer,path,thumb,Techniken,Motiven,Darstellungsformen
0064,2012,G,,,,,21x30,klein,breit,,,U,,,,,Fst,H2,cf,ParPC,fis,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0064,images/WV_ab 0062/0064_2012_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0064_2012_G_A4_F_PPC_H2.jpg,G    ,   , 
0065,2012,Opl,,,,,21x30,klein,breit,,,U,,,,,Fst,H1,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0065,images/WV_ab 0062/0065.jpg,images/WV_ab 0062/thumb/0065.jpg,Opl    ,   , 
0066,2012,zT,Dp,G,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0066,images/WV_ab 0062/0066_2012_Dp_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0066_2012_Dp_G_A4_F_PPC_H2.jpg,zT Dp G  ,   , 
0067,2012,Mt,Dd,B,Fs,Ks,21x30,klein,breit,Gi,,UoG,F,St,,,Fst,H4,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0067,images/WV_ab 0062/0067_2012_M_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0067_2012_M_A4_F_PPC_H3.jpg,Mt Dd B Fs Ks,F St  ,Gi 
0068,2011,zT,Dd,T,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0068,images/WV_ab 0062/0068.jpg,images/WV_ab 0062/thumb/0068.jpg,zT Dd T  ,   , 
0069,2013,zT,B,Fa,,,21x30,klein,breit,,,UoG,F,St,,,Fst,H2,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0069,images/WV_ab 0062/0069.jpg,images/WV_ab 0062/thumb/0069.jpg,zT B Fa  ,F St  , 
0070,2011,Mt,G,Dd,T,,21x30,klein,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0070,images/WV_ab 0062/0070_2011_G_Dd_Ac_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0070_2011_G_Dd_Ac_A4_F_PPC_H3.jpg,Mt G Dd T ,   , 
0071,2012,zT,B,T,,,21x30,klein,breit,,,UoG,F,St,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0071,images/WV_ab 0062/0071.jpg,images/WV_ab 0062/thumb/0071.jpg,zT B T  ,F St  , 
0072,2011,B,,,,,21x30,klein,breit,,,UoG,F,St,,,Fst,H2,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0072,images/WV_ab 0062/0072.jpg,images/WV_ab 0062/thumb/0072.jpg,B    ,F St  , 
0073,2011,zT,B,G,,,21x30,klein,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0073,images/WV_ab 0062/0073_2011_B_G_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0073_2011_B_G_A4_F_PPC_H3.jpg,zT B G  ,   , 
0074,2011,zT,Dd,G,,,21x30,klein,breit,,,UoG,Ar,Sch,,,Fst,H3,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0074,images/WV_ab 0062/0074_2011_Dd_G_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0074_2011_Dd_G_A4_F_PPC_H3.jpg,zT Dd G  ,Ar Sch  , 
0075,2012,zT,Dd,G,,,21x30,klein,breit,,,U,BiB,Sch,,,Fst,H2,grcf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0075,images/WV_ab 0062/0075_2012_Dd_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0075_2012_Dd_G_A4_F_PPC_H2.jpg,zT Dd G  ,BiB Sch  , 
0076,2010,zT,Dd,G,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0076,images/WV_ab 0062/0076_2010_Dd_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0076_2010_Dd_G_A4_F_PPC_H2.jpg,zT Dd G  ,   , 
0077,2012,Mt,Dd,B,G,,21x30,klein,breit,,,U,Sch,,,,Fst,H1,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0077,images/WV_ab 0062/0077_2012_Dd_B_G_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0077_2012_Dd_B_G_A4_F_PPC_H1.jpg,Mt Dd B G ,Sch   , 
0078,2010,G,,,,,21x30,klein,breit,,,UoG,F,St,,,Fst,H2,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0078,images/WV_ab 0062/0078_2010_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0078_2010_G_A4_F_PPC_H2.jpg,G    ,F St  , 
0079,2013,zT,Dd,B,,,21x30,klein,breit,,,U,,,,,Fst,H1,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0079,images/WV_ab 0062/0079_2013_Dd_B_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0079_2013_Dd_B_A4_F_PPC_H1.jpg,zT Dd B  ,   , 
0080,2012,Mt,Dd,G,C,B,21x30,klein,breit,,,UnG,,,,,Fst,H3,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0080,images/WV_ab 0062/0080_2012_Od_B_G_C_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0080_2012_Od_B_G_C_A4_F_PPC_H3.jpg,Mt Dd G C B,   , 
0081,2012,Mt,T,B,G,,21x30,klein,breit,Gi,,U,,,,,Fst,H2,c,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0081,images/WV_ab 0062/0081_2012_T_B_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0081_2012_T_B_G_A4_F_PPC_H2.jpg,Mt T B G ,   ,Gi 
0082,2011,zT,G,Dd,,,21x30,klein,breit,,,UoG,F,St,,,Fst,H2,g,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0082,images/WV_ab 0062/0082_2011_G_Dd_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0082_2011_G_Dd_A4_F_PPC_H2.jpg,zT G Dd  ,F St  , 
0083,2010,Mt,B,G,Dd,,21x30,klein,breit,,,U,Gi,,,,Fst,H1,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0083,images/WV_ab 0062/0083_2010_B_Dd_G_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0083_2010_B_Dd_G_A4_F_PPC_H1.jpg,Mt B G Dd ,Gi   , 
0084,2011,G,,,,,21x30,klein,breit,,,UoG,F,St,,,Fst,H2,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0084,images/WV_ab 0062/0084_2011_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0084_2011_G_A4_F_PPC_H2.jpg,G    ,F St  , 
0085,2012,G,,,,,21x30,klein,breit,,,UoG,F,St,,,Fst,H3,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0085,images/WV_ab 0062/0085_2012_G_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0085_2012_G_A4_F_PPC_H3.jpg,G    ,F St  , 
0086,2012,G,,,,,21x30,klein,breit,,,U,,,,,Fst,H3,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0086,images/WV_ab 0062/0086_2012_G_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0086_2012_G_A4_F_PPC_H3.jpg,G    ,   , 
0087,2011,zT,Dd,B,,,21x30,klein,breit,,,U,Sch,,,,Fst,H1,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0087,images/WV_ab 0062/0087_2011_Dd_B_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0087_2011_Dd_B_A4_F_PPC_H1.jpg,zT Dd B  ,Sch   , 
0088,2012,zT,Aq,B,,,21x30,klein,breit,,,U,,,,,Fst,H2,g,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0088,images/WV_ab 0062/0088_2012_Aq_B_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0088_2012_Aq_B_A4_F_PPC_H2.jpg,zT Aq B  ,   , 
0089,2012,Fa,,,,,21x30,klein,breit,,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0089,images/WV_ab 0062/0089_2012_Fa_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0089_2012_Fa_A4_F_PPC_H2.jpg,Fa    ,   , 
0090,2015,B,,,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0090,images/WV_ab 0062/0090_2015_B_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0090_2015_B_A4_F_PPC_H2.jpg,B    ,   , 
0091,2011,OPa,,,,,21x30,klein,breit,,,U,,,,,Fst,H1,b,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0091,images/WV_ab 0062/0091_2011_OPa_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0091_2011_OPa_A4_F_PPC_H1.jpg,OPa    ,   , 
0092,2012,zT,T,B,,,21x30,klein,breit,,,U,Lst,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0092,images/WV_ab 0062/0092_2012_T_B_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0092_2012_T_B_A4_F_PPC_H2.jpg,zT T B  ,Lst   , 
0093,2011,zT,Dd,T,,,21x30,klein,breit,Gi,,Gs,St,F,,,Fst,H3,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0093,images/WV_ab 0062/0093_2011_Dd_T_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0093_2011_Dd_T_A4_F_PPC_H3.jpg,zT Dd T  ,St F  ,Gi 
0094,2011,G,,,,,21x30,klein,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0094,images/WV_ab 0062/0094_2011_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0094_2011_G_A4_F_PPC_H2.jpg,G    ,   , 
0095,2011,Mt,Dd,G,Fs,,21x30,klein,breit,,,U,Lst,,,,Fst,H3,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0095,images/WV_ab 0062/0095_2011_Dd_Fs_G_A_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0095_2011_Dd_Fs_G_A_F_PPC_H3.jpg,Mt Dd G Fs ,Lst   , 
0096,2011,G,,,,,21x30,klein,breit,,,U,,,,,Fst,H2,m,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0096,images/WV_ab 0062/0096_2011_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0096_2011_G_A4_F_PPC_H2.jpg,G    ,   , 
0097,2012,Mt,B,Opl,Fs,,21x30,klein,breit,,,U,Lwi,,,,Fst,H1,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0097,images/WV_ab 0062/0097_2012_B_Op_Fs_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0097_2012_B_Op_Fs_A4_F_PPC_H1.jpg,Mt B Opl Fs ,Lwi   , 
0098,2015,zT,B,Dd,,,21x30,klein,breit,,,U,,,,,Fst,H3,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0098,images/WV_ab 0062/0098_2015_B_Dd_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0098_2015_B_Dd_A4_F_PPC_H1.jpg,zT B Dd  ,   , 
0099,2011,zT,Aq,Dd,,,21x30,klein,breit,,,UnG,F,St,,,Fst,H2,g,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0099,images/WV_ab 0062/0099_2011_Aq_Dd_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0099_2011_Aq_Dd_A4_F_PPC_H2.jpg,zT Aq Dd  ,F St  , 
0100,2015,Ko,,,,,21x30,klein,breit,,,U,,,,,Fst,H1,y,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0100,images/WV_ab 0062/0100_2015_Ko_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0100_2015_Ko_A4_F_PPC_H1.jpg,Ko    ,   , 
0101,2016,zT,T,G,,,21x30,klein,breit,,,UoG,F,St,,,Fst,H2,v,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0101,images/WV_ab 0062/0101_2016_T_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0101_2016_T_G_A4_F_PPC_H2.jpg,zT T G  ,F St  , 
0102,2011,Aq,,,,,21x30,klein,breit,,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0102,images/WV_ab 0062/0102_2011_Aq_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0102_2011_Aq_A4_F_PPC_H1.jpg,Aq    ,   , 
0103,2012,T,,,,,21x30,klein,breit,,,UoG,F,St,,,Fst,H2,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0103,images/WV_ab 0062/0103_2012_T_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0103_2012_T_A4_F_PPC_H2.jpg,T    ,F St  , 
0104,2011,C,,,,,21x30,klein,breit,,,UoG,F,St,,,Fst,H1,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0104,images/WV_ab 0062/0104_2011_C_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0104_2011_C_A4_F_PPC_H1.jpg,C    ,F St  , 
0105,2012,Opl,,,,,21x30,klein,breit,,,UoG,F,St,,,Fst,H2,v,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0105,images/WV_ab 0062/0105_2012_Op_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0105_2012_Op_A4_F_PPC_H2.jpg,Opl    ,F St  , 
0106,2012,Opl,,,,,21x30,klein,breit,Lwi,,U,,,,,Fst,H4,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0106,images/WV_ab 0062/0106_2012_Op_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0106_2012_Op_A4_F_PPC_H3.jpg,Opl    ,   ,Lwi 
0107,2011,zT,G,C,,,21x30,klein,breit,,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0107,images/WV_ab 0062/0107_2011_G_C_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0107_2011_G_C_A4_F_PPC_H2.jpg,zT G C  ,   , 
0108,2012,Mt,T,B,Fs,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0108,images/WV_ab 0062/0108_2012_T_B_Fs_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0108_2012_T_B_Fs_A4_F_PPC_H2.jpg,Mt T B Fs ,   , 
0109,2012,G,,,,,21x30,klein,breit,Gi,,U,,,,,Fst,H3,v,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0109,images/WV_ab 0062/0109_2012_G_A_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0109_2012_G_A_F_PPC_H3.jpg,G    ,   ,Gi 
0110,2011,Mt,Dd,G,B,Ks,21x30,klein,breit,,,U,Sch,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0110,images/WV_ab 0062/0110_2011_B_Dp_G_A_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0110_2011_B_Dp_G_A_F_PPC_H2.jpg,Mt Dd G B Ks,Sch   , 
0111,2012,G,,,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0111,images/WV_ab 0062/0111_2012_G_A_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0111_2012_G_A_F_PPC_H2.jpg,G    ,   , 
0112,2011,G,,,,,21x30,klein,breit,,,U,,,,,Fst,H2,b,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0112,images/WV_ab 0062/0112_2011_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0112_2011_G_A4_F_PPC_H2.jpg,G    ,   , 
0113,2011,Mt,Dd,Fa,B,,21x30,klein,breit,,,U,Sch,,,,Fst,H2,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0113,images/WV_ab 0062/0113_2011_A_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0113_2011_A_F_PPC_H2.jpg,Mt Dd Fa B ,Sch   , 
0114,2011,Mt,Dd,Aq,B,,21x30,klein,breit,,,U,Sch,,,,Fst,H1,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0114,images/WV_ab 0062/0114_2011_Dd_T_Ko_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0114_2011_Dd_T_Ko_A4_F_PPC_H1.jpg,Mt Dd Aq B ,Sch   , 
0115,2011,Mt,Dd,B,T,,21x30,klein,breit,,,UoG,Ar,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0115,images/WV_ab 0062/0115_2011_Dd_B_A_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0115_2011_Dd_B_A_F_PPC_H2.jpg,Mt Dd B T ,Ar   , 
0116,2012,zT,T,C,,,21x30,klein,breit,,,U,,,,,Fst,H4,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0116,images/WV_ab 0062/0116_2012_T_C_A_F_PPC_H4.jpg,images/WV_ab 0062/thumb/0116_2012_T_C_A_F_PPC_H4.jpg,zT T C  ,   , 
0117,2010,G,,,,,21x30,klein,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0117,images/WV_ab 0062/0117_2010_G_A_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0117_2010_G_A_F_PPC_H3.jpg,G    ,   , 
0118,2012,zT,B,Fs,,,21x30,klein,breit,,,U,Ca,,,,Fst,H1,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0118,images/WV_ab 0062/0118_2012_B_Fs_A_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0118_2012_B_Fs_A_F_PPC_H1.jpg,zT B Fs  ,Ca   , 
0119,2011,zT,Dd,B,,,21x30,klein,breit,,,U,Gi,,,,Fst,H2,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0119,images/WV_ab 0062/0119_2011_Dd_B_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0119_2011_Dd_B_A4_F_PPC_H1.jpg,zT Dd B  ,Gi   , 
0120,2015,B,,,,,21x30,klein,breit,Lwi,sM,U,,,,,Fst,H2,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0120,images/WV_ab 0062/0120.jpg,images/WV_ab 0062/thumb/0120.jpg,B    ,   ,Lwi sM
0121,2011,G,,,,,21x30,klein,breit,,,Gs,St,F,,,Fst,H2,y,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0121,images/WV_ab 0062/0121_2011_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0121_2011_G_A4_F_PPC_H2.jpg,G    ,St F  , 
0122,2013,zT,Fa,G,,,21x30,klein,breit,,,Gs,St,F,,,Fst,H2,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0122,images/WV_ab 0062/0122_2013_Fa_G_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0122_2013_Fa_G_A4_F_PPC_H1.jpg,zT Fa G  ,St F  , 
0123,2011,T,,,,,21x30,klein,breit,,,UoG,St,F,,,Fst,H3,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0123,images/WV_ab 0062/0123_2011_T_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0123_2011_T_A4_F_PPC_H3.jpg,T    ,St F  , 
0124,2011,Aq,,,,,21x30,klein,breit,,,UoG,St,F,,,Fst,H2,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0124,images/WV_ab 0062/0124_2011_Aq_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0124_2011_Aq_A4_F_PPC_H1.jpg,Aq    ,St F  , 
0125,2011,zT,Dd,G,,,21x30,klein,breit,,,U,BiB,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0125,images/WV_ab 0062/0125_2011_Dd_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0125_2011_Dd_G_A4_F_PPC_H2.jpg,zT Dd G  ,BiB   , 
0126,2011,zT,B,G,,,21x30,klein,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0126,images/WV_ab 0062/0126_2011_B_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0126_2011_B_G_A4_F_PPC_H2.jpg,zT B G  ,   , 
0127,2012,zT,Aq,Ko,,,21x30,klein,breit,Ul,,Gs,St,F,,,Fst,H2,g,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0127,images/WV_ab 0062/0127_2012_Aq_Ko_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0127_2012_Aq_Ko_A4_F_PPC_H1.jpg,zT Aq Ko  ,St F  ,Ul 
0128,2011,zT,Aq,Dd,,,21x30,klein,breit,,,Gs,St,Sch,F,,Fst,H2,g,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0128,images/WV_ab 0062/0128_2011_Aq_Dd_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0128_2011_Aq_Dd_A4_F_PPC_H2.jpg,zT Aq Dd  ,St Sch F , 
0129,2014,B,,,,,21x30,klein,breit,,,UoG,St,F,,,Fst,H1,bw,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0129,images/WV_ab 0062/0129_2014_B_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0129_2014_B_A4_F_PPC_H1.jpg,B    ,St F  , 
0130,2012,zT,Fa,Dd,,,21x30,klein,breit,,,U,St,F,,,Fst,H1,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0130,images/WV_ab 0062/0130_2012_Fa_Dd_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0130_2012_Fa_Dd_A4_F_PPC_H1.jpg,zT Fa Dd  ,St F  , 
0131,2012,Mt,B,Kh,G,T,21x30,klein,breit,,,UoG,St,F,,,Fst,H3,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0131,images/WV_ab 0062/0131_2012_M_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0131_2012_M_A4_F_PPC_H3.jpg,Mt B Kh G T,St F  , 
0132,2012,Fa,,,,,21x30,klein,breit,,,Gs,St,F,,,Fst,H1,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0132,images/WV_ab 0062/0132_2012_Fa_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0132_2012_Fa_A4_F_PPC_H1.jpg,Fa    ,St F  , 
0133,2016,zT,Fa,Ac,,,21x30,klein,breit,,,U,,,,,Fst,H1,cf,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0133,images/WV_ab 0062/0133_2016_Fa_Ac_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0133_2016_Fa_Ac_A4_F_PPC_H1.jpg,zT Fa Ac  ,   , 
0134,2012,Mt,Dd,B,G,,21x30,klein,breit,,,UnG,BiB,,,,Fst,H2,gr,"ParPC, Par9a",,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0134,images/WV_ab 0062/0134_2012_Dd_G_B_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0134_2012_Dd_G_B_A4_F_PPC_H2.jpg,Mt Dd B G ,BiB   , 
0135,2012,Mt,Dd,C,Kh,,21x30,klein,breit,Lwi,,UoG,F,St,,,Fst,H1,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0135,images/WV_ab 0062/0135_2012_Ac_B_C_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0135_2012_Ac_B_C_A4_F_PPC_H1.jpg,Mt Dd C Kh ,F St  ,Lwi 
0136,2011,Mt,Dd,T,Fs,B,21x30,klein,breit,,,U,,,,,Fst,H1,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0136,images/WV_ab 0062/0136_2011_M_A4_F_PPC_H1.jpg,images/WV_ab 0062/thumb/0136_2011_M_A4_F_PPC_H1.jpg,Mt Dd T Fs B,   , 
0137,2011,G,,,,,21x30,klein,breit,Lst,,U,,,,,Fst,H2,g,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0137,images/WV_ab 0062/0137_2011_G_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0137_2011_G_A4_F_PPC_H2.jpg,G    ,   ,Lst 
0138,2011,Mt,Dd,T,B,G,21x30,klein,breit,,,UoG,BiB,F,,,Fst,H3,gr,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0138,images/WV_ab 0062/0138_2011_M_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0138_2011_M_A4_F_PPC_H3.jpg,Mt Dd T B G,BiB F  , 
0139,2012,Mt,G,T,C,Fa,21x30,klein,breit,,,U,,,,,Fst,H2,b,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0139,images/WV_ab 0062/0139_2012_M_A4_F_PPC_H2.jpg,images/WV_ab 0062/thumb/0139_2012_M_A4_F_PPC_H2.jpg,Mt G T C Fa,   , 
0140,2012,Mt,G,C,Kh,,21x30,klein,breit,sCo,,U,,,,,Fst,H3,b,ParPC,,Früchtestillleben (frei nach Paul Cézanne),iBdK,res,,,,0140,images/WV_ab 0062/0140_2012_G_Ac_C_A4_F_PPC_H3.jpg,images/WV_ab 0062/thumb/0140_2012_G_Ac_C_A4_F_PPC_H3.jpg,Mt G C Kh ,   ,sCo 
