Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Ausrichtung,Darstellungsformen,Darstellungsformen,Gegenständlich/Ungegenständlich,Motiv,Motiv,Motiv,Motiv,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Zus'arbeit,Bildqualität,Bemerkungen,Nummer
4972,a2006,G,,,,,26x31,breit,,,Gs,AP,Sch,,,,H4,v,Par7a,,"MALER (nach Marlene Dumas ""Adult Entertainment"")",,,,,4972
4973,a2005,G,,,,,28x39,breit,,,UoG,mF,,,,,H3,g,,,monk,,,,,4973
4974,a2005,G,,,,,28x34,breit,,,U,Sch,,,,,H2,v,,,capriccio,,,,,4974
4975,a2004,G,,,,,27x37,breit,,,UnG,Ri,,,,,H3,cf,,,,,,,,4975
4976,a1996,G,,,,,37x44,breit,Schü,,U,,,,,,H3,c,,,,,,,,4976
4977,a2017,OP,,,,,41x55,breit,Ul,,UnG,O,mF,FigR,,,H4,cf,,,"Raum, Objekte, Figur",,,,Kat.OP.660,4977
4978,a2017,OP,,,,,41x55,breit,Ul,,UnG,O,mF,FigR,,,H4,cf,ParFH,was,Nacht (nach Ferdinand Hodler),,,,Kat.OP.252,4978
4979,a2017,OP,,,,,32x40,breit,Ul,,UnG,O,mF,FigR,bb,,H4,cf,,,Insomnia,,,,Kat.OP.74,4979
4980,a2017,OP,,,,,32x40,breit,Ul,,UnG,O,mF,FigR,,,H4,cf,,,"Raum, Objekte, Figur",,,,Kat.OP.628,4980
4981,a2017,OP,,,,,32x40,breit,Ul,,UnG,O,mF,FigR,Pf,,H4,cf,,,"Raum, Objekte, Figur",,,,Kat.OP.367,4981
4982,a2017,OP,,,,,25x40,breit,Ul,,UnG,O,mF,FigR,,,H4,cf,,,"Raum, Objekte, Figuren",,,,Kat.OP.659,4982
4983,a2010,Mt,Dd,B,G,,18x22,breit,,,Gs,AP,FigG,Ba,,,H2,gr,ParPC,waa,"nach ""Sept Baigneurs"" von Cézanne",,,,,4983
4984,a2016,zT,B,Fa,,,11x15,breit,,,UoG,AP,FigG,Ba,,,H2,gr,ParPC,,Les cinq baigneurs (d'après Cézanne),,,,,4984
4985,a2016,zT,Dd,B,,,20x25,breit,,,Gs,AP,FigG,Ba,Pf,,H2,gr,ParPC,kre,"d'après ""Sept Baigneurs"" de Paul Cézanne",,,,,4985
4986,a2016,Mt,B,Fa,G,,11x15,breit,,,UoG,AP,FigG,Ba,,,H3,gr,ParPC,,Cinq baigneuses (d'après Cézanne),,,,,4986
4987,a2016,zT,B,G,,,21x24,breit,,,Gs,AP,FigG,Ba,,,H3,gr,ParPC,jun,Cinq baigneuses (d'après Cézanne),,,,,4987
4988,a2010,zT,Dd,T,,,20x24,breit,,,Gs,AP,FigG,Ba,,,H3,gr,ParPC,waa,"""Cinq baigneuses"" (d'après Paul Cézanne)",,,,,4988
4989,a2010,zT,Dd,G,,,20x20,quadratisch,,,UoG,AP,FigG,Ba,,,H4,cf,ParPC,,"d'après ""Cinq baigneuses"" de Paul Cézanne",,,,,4989
4990,a2010,zT,T,G,,,21x21,quadratisch,Ul,,UnG,AP,FigG,Ba,,,H4,c,ParPC,,"nach den ""Cinq baigneuses"" von Paul Cézanne",,,,,4990
4991,a2017,G, ,,,,21x24,breit,,,U,AP,FigG,Ba,,,H3,cf,ParPC,,"nach den ""Cinq baigneuses"" von Paul Cézanne",,,,,4991
4992,a2016,Mt,T,G,B,,21x30,breit,,,UoG,AP,FigG,Ba,,,H2,gr,ParPC,waa,Badende (nach Cézanne),,,,,4992
4993,a2016,Mt,Dd,B,Opl,,21x30,breit,,,Gs,AP,FigG,Ba,,,H1,gr,ParPC,,Baigneurs (d'après Cézanne),,,,,4993
4994,a2017,Mt,Dd,B,G,,16x22,breit,,,Gs,AP,FigG,Ba,,,H2,gr,ParPC,,"nach ""Sept Baigneurs"" von Cézanne",,,,,4994
4995,a2017,Mt,Dd,B,,,21x28,breit,,,UnG,AP,FigG,Ba,mF,,H2,gr,ParPC,,Du côté de chez Paul,,,,,4995
4996,a2010,Aq,,,,,17x24,breit,,,U,Ba,,,,,H3,cf,ParPC,,"nach Cézannes ""Grandes Baigneuses""",,,,,4996
4997,a2010,Aq,,,,,17x24,breit,,,U,Ba,,,,,H3,cf,ParPC,,"nach Cézannes ""Grandes Baigneuses""",,,,,4997
4998,a2010,Mt,G,B,Fa,,11x16,breit,,,UoG,AP,FigG,Ba,,,H5,gr,ParPC,,"""Les Grandes Baigneuses"" (d'après Paul Cézanne)",,,,,4998
4999,a2010,zT,T,B,,,14x20,breit,,,U,Ba,,,,,H3,gr,ParPC,,"nach den ""Grossen Badenden"" von Cézanne",,,,,4999
5000,a2016,zT,B,G,,,17x22,breit,,,UnG,AP,FigG,Ba,,,H2,gr,ParPC,kre,Badende (nach Paul Cézanne),,,,,5000
5001,a2017,zT,B,T,,,17x25,breit,,,UnG,AP,FigG,Ba,,,H3,gr,ParPC,,Les Grandes Baigneuses (d'après Paul Cézanne),,,,,5001
5002,a2012,zT,B,T,,,18x25,breit,,,U,Ba,,,,,H2,gr,ParPC,,Les Grandes Baigneuses (d'après Paul Cézanne),,,,,5002
5003,a2016,Mt,T,G,B,Fa,19x28,breit,,,,,,,,,H3,gr,ParPC,,"""Les Grandes Baigneuses"" (d'après Paul Cézanne)",,,,,5003
5004,a2015,G, ,,,,21x30,breit,,,U,Ba,,,,,H3,gr,ParPC,,Badende (nach Cézanne),,,,,5004
5005,a2010,zT,T,G,,,21x30,breit,,,U,Ba,,,,,H4,gr,ParPC,fis,"""Les Grandes Baigneuses"" (d'après Paul Cézanne)",,,,,5005
5006,a2010,B,,,,,21x30,breit,,,U,Ba,,,,,H1,gr,ParPC,,Les Grandes Baigneuses (d'après Cézanne),,,,,5006
5007,a2010,B,,,,,21x30,breit,,,UnG,AP,FigG,Ba,,,H2,gr,ParPC,waa,"""The Large Bathers (d'après Cézanne)",,,,,5007
5008,a2010,zT,Dd,B,,,21x30,breit,,,Gs,AP,FigG,Ba,Sch,,H2,gr,ParPC,zwi,Badende (nach P.C.),,,,,5008
5009,a2010,zT,Dd,G,,,21x30,breit,,,Gs,AP,FigG,Ba,,,H3,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Paul Cézanne",,,,,5009
5010,a2010,zT,Dd,G,,,21x30,breit,,,Gs,AP,FigG,Ba,,,H2,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Paul Cézanne",,,,,5010
5011,a2016,zT,Dd,B,,,21x30,breit,,,Gs,AP,FigG,Ba,,,H1,gr,ParPC,,Baigneuses,,,,,5011
5012,a2010,zT,Dd,G,,,21x30,breit,,,UnG,AP,FigG,Ba,,,H2,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Cézanne",,,,,5012
5013,a2010,zT,Dd,G,,,21x30,breit,,,U,Ba,,,,,H4,gr,ParPC,ste,"nach den ""Grandes Baigneuses"" von Cézanne",,,,,5013
5014,a2010,Mt,Dd,G,Fa,,21x30,breit,,,U,Ba,,,,,H2,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Cézanne",,,,,5014
5015,a2010,zT,Dd,Fa,,,21x30,breit,,,UoG,AP,FigG,Ba,,,H2,gr,ParPC,waa,"nach den ""Grandes Baigneuses"" von Paul Cézanne",,,,,5015
5016,a2010,zT,Od,Dd,,,21x30,breit,Gi,,Gs,AP,FigG,Ba,,,H2,gr,ParPC,jun,"nach den ""Grandes Baigneuses"" von Paul Cézanne",,,,,5016
5017,a2010,zT,Dd,G,,,21x30,breit,,,Gs,AP,FigG,Ba,,,H2,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Cézanne",,,,,5017
5018,a2010,Mt,Dd,G,B,,21x30,breit,,,UnG,AP,FigG,Ba,Sch,,H2,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Cézanne",,,,,5018
5019,a2010,zT,Dd,G,,,21x30,breit,,,Gs,AP,FigG,Ba,,,H1,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Paul Cézanne",,,,,5019
5020,a2010,zT,Dd,G,,,21x30,breit,,,UnG,AP,FigG,Ba,,,H2,gr,ParPC,,"nach Cézannes ""Stillleben mit Früchten""",,,,,5020
5021,a2010,zT,Dd,G,,,21x30,breit,,,UoG,AP,FigG,Ba,,,H1,gr,ParPC,,"nach den ""Grossen Badenden"" von Cézanne",,,,,5021
5022,a2016,Mt,Dd,T,G,,21x30,breit,,,UnG,AP,FigG,Ba,,,H2,gr,ParPC,was,"d'après les ""Grandes Baigneuses"" de Paul Cézanne",,,,,5022
5023,a2010,Mt,Dd,B,Fs,,21x30,breit,,,U,Ba,,,,,H2,gr,ParPC,jun,"nach Cézannes ""Bathers""",,,,,5023
5024,a2010,zT,Dd,B,,,21x30,breit,,,UnG,AP,FigG,Ba,Sch,,H3,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Cézanne",,,,,5024
5025,a2016,zT,Dd,Fa,,,21x30,breit,,,UnG,AP,FigG,Ba,Sch,,H3,gr,ParPC,,,,,,,5025
5026,a2010,zT,Dd,G,,,21x30,breit,,,UnG,AP,FigG,Ba,Sch,,H3,gr,ParPC,,,,,,,5026
5027,a2010,zT,B,T,,,21x30,breit,Lwi,,U,Ba,,,,,H2,gr,ParPC,,"nach den ""Grossen Badenden"" von Cézanne",,,,,5027
5028,a2010,T,,,,,21x30,breit,,,U,Ba,,,,,H4,gr,ParPC,,"nach Cézannes ""Grandes Baigneuses""",,,,,5028
5029,a2010,T,,,,,21x30,breit,,,U,Ba,,,,,H4,gr,ParPC,,"nach Cézannes ""Grandes Baigneuses""",,,,,5029
5030,a2010,T,,,,,21x30,breit,,,U,Ba,,,,,H4,gr,ParPC,,"nach Cézannes ""Grandes Baigneuses""",,,,,5030
5031,a2010,Fs,,,,,21x30,breit,,,U,Ba,,,,,H1,gr,ParPC,zwi,Les Grandes Baigneuses (nach Cézanne),,,,,5031
5032,a2010,zT,Dd,B,,,21x30,breit,,,UoG,AP,FigG,Ba,,,H2,gr,ParPC,waa,"nach den ""Grandes Baigneuses"" von Cézanne",,,,,5032
5033,a2016,zT,T,B,,,21x30,breit,,,UnG,AP,FigG,Ba,P,,H3,gr,ParPC,,,,,,,5033
5034,a2016,zT,B,Fs,,,21x30,breit,,,UoG,AP,FigG,Ba,,,H1,gr,ParPC,,,,,,,5034
5035,a2015,zT,T,G,,,21x30,breit,,,U,Ba,,,,,H4,gr,ParPC,,,,,,,5035
5036,a2014,zT,B,G,,,21x30,breit,,,UnG,AP,FigG,Ba,P,,H3,gr,ParPC,kre,Les Grandes Baigneuses (d'après Cézanne),,,,,5036
5037,a2010,K, ,,,,21x30,breit,,,U,Ba,,,,,H2,gr,ParPC,fis,Les Grandes Baigneuses (d'après Cézanne),,,,,5037
5038,a2010,zT,Dd,Aq,,,21x30,breit,,,U,Ba,,,,,H2,g,ParPC,fis,"zu den ""Grandes Baigneuses"" von Paul Cézanne",,,,,5038
5039,a2010,Mt,Dd,Aq,G,,21x30,breit,,,Gs,AP,FigG,L,Ba,,H2,cf,ParPC,kre,"nach den ""Grossen Badenden"" von Cézanne",,,,,5039
5040,a2015,G,,,,,21x28,breit,,,Gs,A,lL,Sb,Z,,H4,cf,,,,,,,FigR,5040
5041,a2015,G,,,,,29x38,breit,,,Gs,A,lL,Sb,Z,,H3,cf,,,,,,,FigR,5041
5042,a2016,G,,,,,21x30,breit,,,Gs,A,lL,Sb,Z,,H3,cf,,,,,,,FigR,5042
5043,a2015,G,,,,,21x28,breit,,,Gs,A,lL,Sb,Z,,H3,cf,,,,,,,FigR,5043
5044,a2016,G,,,,,31x42,breit,,,Gs,A,Sb,Z,FigR,,H4,cf,,,,,,,,5044
5045,a2016,G,,,,,24x31,breit,,,Gs,A,Sb,Z,FigR,,H3,cf,,,,,,,,5045
5046,a2015,G,,,,,24x31,breit,,,Gs,A,Sb,Z,FigR,,H3,cf,,,,,,,,5046
5047,a2016,G,,,,,20x24,breit,,,Gs,A,lL,Sb,Z,,H3,cf,,,,,,,FigR,5047
5048,a2016,G,,,,,21x28,breit,,,Gs,A,lL,Sb,Z,,H4,m,,,,,,,FigR,5048
5049,a2015,G,,,,,21x28,breit,,,Gs,A,lL,FigR,,,H3,cf,,,,,,,,5049
5050,a2015,G,,,,,24x32,breit,,,Gs,A,lL,P,FigR,,H3,cf,,,,,,,,5050
5051,a2015,G,,,,,24x34,breit,,,Gs,A,Sb,P,FigG,,H4,cf,,,,,,,,5051
5052,a2015,G,,,,,24x32,breit,,,Gs,A,Sb,P,FigG,,H4,cf,,,,,,,,5052
5053,a2015,G,,,,,22x34,breit,,,Gs,A,Sb,bb,ZM,,H4,v,,,,,,,FigG,5053
5054,a2015,G,,,,,17x21,breit,,,Gs,A,P,,,,H2,y,,,,,,,,5054
5055,a1973,zT,K,B,,,16x16,quadratisch,,,U,Sch,Sta,,,,H1,gr,,,FORMEN MIT UNBOTMÄSSIGEN SCHATTEN,,,,,5055
5056,a1974,T,,,,,11x12,breit,,,UoG,L,,,,,H4,gr,,kre,,,,,,5056
5057,a2001,T,,,,,9x18,breit,,,U,,,,,,H5,gr,Kr4,sko,nächtliches Gestade,,,,,5057
5058,a2001,zT,B,T,,,9x18,breit,,,U,,,,,,H2,gr,Par5,sko,nach Böcklins «Kentaurenkampf»,,,,,5058
5059,a2001,B,,,,,9x18,breit,,,UnG,A,,,,,H3,gr,Kr8,,banges Warten,,,,,5059
5060,a2017,B,,,,,21x30,breit,,,UoG,FiG,,,,,H2,gr,Par4,,La Crocifissione (nach Gianbattista Tiepolo),,,,,5060
5061,a2017,B,,,,,21x28,breit,Lwi,,UoG,FiG,,,,,H1,gr,Par4,,La Crocifissione (nach Gianbattista Tiepolo),,,,,5061
5062,a2017,B,,,,,30x15,hoch,,,UnG,AP,,,,,H1,gr,Par4,,Resurrezione di Cristo (Veronese),,,,,5062
5063,a2008,Mt,Dd,B,C,,20x28,breit,,,U,BiB,,,,,H2,gr,Par3,sko,Le Calvaire (d'après Fernando Gallego),,,,,5063
5064,a2017,B,,,,,21x13,hoch,,,Gs,AP,,,,,H2,gr,Par3,,Figura virile (Tiziano Aspetti detto Minio),,,,,5064
5065,a2017,B,,,,,20x17,hoch,,,UnG,FiG,,,,,H2,gr,Par4,,Strage degli innocneti (Sante Peranda?),,,,,5065
5066,a2017,zT,B,Fa,,,15x21,breit,,,U,,,,,,H3,bw,Par6,,La signora con la veletta (Medardo Rooso),,,,,5066
5067,a2006,zT,B,Fs,,,21x30,breit,Lst,,U,,,,,,H2,gr,Par11,zwi,"Mann, Insekten",,,,,5067
5068,a2004,Mt,B,T,G,Dd,15x21,breit,Lwi,,U,Sch,,,,,H2,gr,Kr8,,LAW AND ORDER,,,,,5068
5069,a2017,zT,B,T,,,13x25,breit,,,U,,,,,,H3,gr,Par7b,,"""Tremblor III"" (nach Edouardo Chillida)",,,,,5069
5070,a2017,zT,Fs,T,,,11x21,breit,,,Gs,Mw,,,,,H2,gr,Par3,,fontaine,,,,,5070
5071,a2002,B, ,,,,15x21,breit,,,Gs,Z,A,Sb,,,H2,gr,,kre,Zeichner,,,,,5071
5072,a2012,Mt,B,T,G,Dd,21x30,breit,,,UnG,mF,BiB,,,,H2,gr,Par9a,was,When Hangover Becomes Form (nach Rachel Harrison),,,,C,5072
5073,a2009,zT,B,Dd,,,9x11,breit,,,UoG,P,AP,Sch,,,H3,gr,ParAR,,"nach Auguste Rodins ""Création""",,,,,5073
5074,a2001,zT,B,G,,,9x11,breit,,,UnG,P,AP,,,,H4,gr,ParAR,,nach Rodins CREATION,,,,,5074
5075,a2001,Mt,B,Fs,Dd,,9x11,breit,,,UoG,P,AP,Ken,FigG,,H3,gr,ParAR,zwi,"nach Rodins ""Création""",,,,,5075
5076,a2014,zT,T,Dd,,,11x14,breit,,,UnG,AP,FigG,BiB,Sch,,H4,gr,ParAR,,Schöpfung (nach Rodin),,,,,5076
5077,a2012,Mt,Dd,B,Opl,,11x15,breit,,,UnG,P,AP,lL,BiB,,H3,cf,ParAR,was,Schöpfung (nach Rodin),,,,,5077
5078,a2005,Mt,Dd,B,Fs,,15x20,breit,,,,P,AP,FigG,Ri,,H2,gr,ParAR,waa,la création,,,,,5078
5079,a2001,B,,,,,15x21,breit,Lwi,,Gs,FigG,AP,Ken,Sb,,H2,gr,ParAR,,kleiner schöpfungsakt,,,,,5079
5080,a2001,B,,,,,17x21,breit,,,UoG,P,AP,FigG,,,H1,gr,ParAR,,"d'après ""La Création"" de Rodin",,,,,5080
5081,a2001,B,,,,,21x30,breit,,,UoG,P,AP,FigG,Sb,,H2,gr,ParAR,,"nach ""La Création"" von Rodin",,,,,5081
5082,a2001,zT,B,T,,,21x30,breit,,,UoG,P,AP,FigG,Sb,,H2,gr,ParAR,,"nach ""La Création"" von Rodin",,,,,5082
5083,a2001,zT,B,T,,,21x30,breit,,,UoG,P,AP,FigG,,,H3,gr,ParAR,,"nach ""La Création"" von Rodin",,,,,5083
5084,a2001,zT,B,Fs,,,21x30,breit,,,U,,,,,,H2,gr,ParAR,,"nach ""La Création"" von Rodin",,,,,5084
5085,a2001,B,,,,,21x30,breit,,,UoG,P,AP,FigG,Sch,,H2,gr,ParAR,,"nach ""La Création"" von Rodin",,,,,5085
5086,a1975,OPa ,,,,,24x23,hoch,,,UoG,Sta,,,,,H4,cf,,,,,,,,5086
5087,a1977,OP,,,,,34x32,hoch,,,U,,,,,,H4,cf,,,,,,,,5087
5088,a1975,K,,,,,34x31,hoch,,,U,,,,,,H2,gr,,,,,,,,5088
5089,a1975,Mt,OPa ,T,Fa,,37x30,hoch,,,UoG,Sch,Pf,Kt,,,H2,b,,,,,Rudolf Mumprecht,,,5089
5090,a1977,Mt,Od,T,Opl,,30x21,hoch,Gi,,U,,,,,,H3,gr,,,,,,,,5090
5091,a1985,Mt,R,Dp,B,,24x31,breit,,,UoG,L,lL,Ri,Sb,,H2,gr,,,,,,,,5091
5092,a1990,Mt,OPa ,B,Fa,,24x31,breit,Lwi,,UoG,,,,,,H4,cf,,,,,,,,5092
5093,a1991,G, ,,,,33x43,breit,RiK,,UoG,L,,,,,H4,g,,fis,,,,,,5093
5094,a2012,Mt,B,T,G,Od,40x29,hoch,Gi,,UnG,mF,,,,,H3,gr,Par9a,was,o.T. (nach Rachel Harrison),,,,"Dd, C, Fa",5094
5095,a1977,R, ,,,,16x13,hoch,,,UoG,Sch,,,,,H2,gr,,,,,,,Kat.DG.24.4.07 II,5095
5096,a1977,zT,R,Hd,,,23x27,breit,,,U,,,,,,H5,bw,,,,,,,Kat.DG.24.4.08b,5096
5097,a1977,R,,,,,18x23,breit,,,U,,,,,,H4,bw,,,,,,,Kat.DG.24.4.09 II,5097
5098,a1977,R,,,,,18x15,hoch,,,UoG,mF,,,,,H3,gr,,,,,,,Kat.DG.24.4.11,5098
5099,a1978,R,,,,,18x15,hoch,,,Gs,ZM,A,Sb,,,H4,bw,,,Maler und Modell,,,,Kat.DG.24.4.17,5099
5100,a1979,R,,,,,10x10,quadratisch,,,Gs,mF,P,,,,H2,bw,,,,,,,Kat.DG.24.4.19 II,5100
5101,a1982,R,,,,,28x17,hoch,,,Gs,ZM,Sch,FigR,A,,H3,bw,,,,,,,Kat.DG.24.4.21 II,5101
5102,a1979,R,,,,,13x16,breit,,,Gs,FigG,Sch,,,,H2,gr,,,Drei Figuren,,,,Kat.DG.24.4.34,5102
5103,a1979,R,,,,,13x20,breit,,,Gs,FigG,Sch,,,,H3,gr,,,Sechs Figuren,,,,Kat.DG.24.4.37,5103
5104,a1982,R,,,,,13x16,breit,,,Gs,Sb,Sch,FigR,O,,H3,gr,,,"Selbst, Raum, Objekte",,,,Kat.DG.24.4.39 IV,5104
5105,a1979,R,,,,,15x20,breit,,,Gs,Sb,FigR,Sch,,,H1,bw,,,Selbstportrait,,,,Kat.DG.24.4.40 I,5105
5106,a1980,R,,,,,15x20,breit,,,Gs,Sb,FigR,Sch,,,H2,gr,,,,,,,Kat.DG.24.4.40 II,5106
5107,a1980,R,,,,,32x25,hoch,,,Gs,Sb,BiB,lL,KiA,,H3,bw,,,"Selbst, Raum, Bilder",,,,"FigR, Kat.DG.24.4.44",5107
5108,a1981,R,,,,,10x10,quadratisch,,,Gs,mF,FigR,O,Pf,,H3,bw,,,nature M orte,,,,Kat.DG.24.4.48,5108
5109,a1981,R,,,,,15x18,breit,,,Gs,Ri,O,FigR,,,H4,bw,,,,,,,Kat.DG.24.4.49,5109
5110,a1981,R,,,,,15x18,breit,,,Gs,mF,O,Sch,Pf,,H3,bw,,,,,,,"FigR, Kat.DG.24.4.53",5110
5111,a1981,R,,,,,20x28,breit,,,Gs,mF,O,Pf,,,H3,gr,,,,,,,Kat.DG.24.4.55,5111
5112,a1981,R,,,,,17x20,breit,,,Gs,mF,O,,,,H4,bw,,,,,,,Kat.DG.24.4.56,5112
5113,a1981,R,,,,,23x26,breit,,,Gs,Sb,Ri,FigR,Sch,,H3,bw,,,Boboskop,,,,Kat.DG.24.4.57,5113
5114,a1981,R,,,,,14x20,breit,,,Gs,mF,O,Pf,bb,,H4,gr,,,,,,,"FigR, Kat.DG.24.4.58",5114
5115,a1981,R,,,,,16x27,breit,,,Gs,mF,O,FigR,Sch,,H3,gr,,,,,,,Kat.DG.24.4.60,5115
5116,a1981,R,,,,,16x20,breit,,,Gs,mF,O,FigR,Sch,,H3,gr,,,"Figur, Objekte",,,,Kat.DG.24.4.61 II,5116
5117,a1981,R,,,,,20x25,breit,,,Gs,mF,O,FigR,BiB,,H3,gr,,,"Figur, Objekte",,,,Kat.DG.24.4.62,5117
5118,a1981,R,,,,,16x18,breit,,,Gs,mF,O,FigR,,,H4,gr,,,,,,,Kat.DG.24.4.63,5118
5119,a1981,R,,,,,25x30,breit,,,Gs,P,BiB,Sch,,,H3,gr,,,,,,,Kat.DG.24.4.64,5119
5120,a1981,R,,,,,20x24,breit,,,Gs,A,O,FigR,,,H3,gr,,,,,,,Kat.DG.24.4.65,5120
5121,a1981,R,,,,,8x8,quadratisch,,,Gs,Ri,O,Pf,FigR,,H3,gr,,,,,,,Kat.DG.24.4.67,5121
5122,a1981,R,,,,,21x27,breit,,,Gs,Ri,O,FigR,,,H4,gr,,,"Kind, Kleider, Schachtel",,Kind,,Kat.DG.24.4.69,5122
5123,a1981,R,,,,,13x16,breit,,,Gs,mF,O,Pf,Ti,,H3,bw,,,,,,,"FigR, Kat.DG.24.4.71",5123
5124,a1981,R,,,,,13x16,breit,,,Gs,mF,O,FigR,Ti,,H3,bw,,,,,,,Kat.DG.24.4.72,5124
5125,a1981,R,,,,,13x16,breit,,,Gs,mF,Pf,FigR,Ti,,H3,bw,,,,,,,Kat.DG.24.4.73,5125
5126,a1981,R,,,,,13x15,breit,,,Gs,Ti,L,Ar,Pf,,H3,gr,,,Raum mit Landschaft,,,,Kat.DG.24.4.74,5126
5127,a1981,R,,,,,13x15,breit,,,Gs,Ri,O,Pf,,,H4,gr,,,Winter 81,,,,Kat.DG.24.4.75,5127
5128,a1981,R,,,,,13x11,hoch,,,Gs,O,Sch,,,,H3,gr,,,Welt-Bild V,,,,Kat.DG.24.4.76,5128
5129,a1981,R,,,,,13x11,hoch,,,Gs,O,Sch,Ti,Ar,,H3,gr,,,Welt-Bild VII,,,,Kat.DG.24.4.78,5129
5130,a1981,R,,,,,13x11,hoch,,,Gs,O,Ar,Sch,,,H3,bw,,,Welt-Bild VIII,,,,Kat.DG.24.4.79,5130
5131,a1981,R,,,,,13x11,hoch,,,Gs,O,Sch,Tie,,,H2,gr,,,Welt-Bild IX,,,,Kat.DG.24.4.80,5131
5132,a1982,R,,,,,25x16,hoch,,,Gs,A,bb,Sch,FigG,,H3,bw,,,,,,,Kat.DG.24.4.87,5132
5133,a1982,R,,,,,22x25,breit,,,Gs,A,O,FigR,,,H1,bw,Par3,,"""Der Tag"" (nach Michelangelo Buonarroti)",,,,Kat.DG.24.4.88 I,5133
5134,a1982,R,,,,,8x15,breit,,,Gs,A,,,,,H1,bw,,,,,,,Kat.DG.24.4.90,5134
5135,a1982,R,,,,,8x8,quadratisch,,,Gs,A,Sch,,,,H1,bw,,,,,,,Kat.DG.24.4.93,5135
5136,a1982,R,,,,,8x8,quadratisch,,,Gs,Ri,Sch,,,,H1,bw,,,,,,,Kat.DG.24.4.96,5136
5137,a1982,R,,,,,8x9,breit,,,Gs,Ri,Sch,,,,H2,bw,,,,,,,Kat.DG.24.4.98,5137
5138,a1982,R,,,,,8x9,breit,,,Gs,Kt,,,,,H2,bw,,,,,,,Kat.DG.24.4.99,5138
5139,a1983,R,,,,,9x8,hoch,,,Gs,mF,,,,,H2,bw,,,,,,,Kat.DG.24.4.101,5139
5140,a1982,R,,,,,8x8,quadratisch,,,Gs,Kt,,,,,H2,bw,,,,,,,Kat.DG.24.4.102,5140
5141,a1982,R,,,,,16x13,hoch,,,Gs,O,Pf,,,,H3,gr,,,,,,,Kat.DG.24.4.103,5141
5142,a1982,R,,,,,16x13,hoch,,,Gs,O,bb,Ar,,,H3,gr,,,,,,,Kat.DG.24.4.105,5142
5143,a1982,R,,,,,13x16,breit,,,Gs,O,Ar,Sch,,,H3,gr,,,,,,,Kat.DG.24.4.106,5143
5144,a1982,R,,,,,13x19,breit,,,Gs,mF,O,FigR,KiA,,H3,gr,,,o.T. (Hansjürg Brunner),,,,Kat.DG.24.4.107,5144
5145,a1982,R,,,,,24x20,hoch,,,Gs,mF,BiB,KiA,,,H4,bw,,,Atelier Ruth Burri,,,,Kat.DG.24.4.108,5145
5146,a1982,R,,,,,8x9,breit,,,Gs,Kt,,,,,H2,bw,,,,,,,Kat.DG.24.4.110,5146
5147,a1982,R,,,,,8x9,breit,,,Gs,A,Sch,,,,H2,bw,,,,,,,Kat.DG.24.4.113,5147
5148,a1982,R,,,,,25x32,breit,,,Gs,mF,Pf,BiB,FigR,,H3,bw,,,Kinderzimmer I,,Schüler der Sekundarschule Boll,,Kat.DG.24.4.114,5148
5149,a1982,R,,,,,8x9,breit,,,Gs,A,Sch,,,,H2,bw,,,,,,,Kat.DG.24.4.117,5149
5150,a1982,R,,,,,25x20,hoch,,,Gs,mF,KiA,,,,H3,bw,Par7a,,o.T. (Hansjürg Brunner),,,,Kat.DG.24.4.119,5150
5151,a1982,R,,,,,25x32,breit,,,Gs,FigR,O,,,,H2,bw,,,Eiszeit,,,,Kat.DG.24.4.130,5151
5152,a1982,R,,,,,16x24,breit,,,Gs,FigG,,,,,H1,bw,,,Die Männer von El Hamba,,,,Kat.DG.24.4.132 I,5152
5153,a1982,R,,,,,16x24,breit,,,UnG,FigG,,,,,H2,bw,,,Die Männer von El Hamba,,,,Kat.DG.24.4.132 II,5153
5154,a1982,R,,,,,13x15,breit,,,Gs,P,Sch,,,,H1,bw,,,o.T. (VM),,,,Kat.DG.24.4.133 I,5154
5155,a1982,R,,,,,13x15,breit,,,Gs,P,O,,,,H2,bw,,,o.T. (VM),,,,Kat.DG.24.4.133 II,5155
5156,a1983,R,,,,,12x16,breit,,,Gs,A,,,,,H2,gr,,,,,,,Kat.DG.24.4.137,5156
5157,a1983,R,,,,,12x16,breit,,,Gs,A,O,Pf,Ti,,H2,gr,,,,,,,Kat.DG.24.4.138,5157
5158,a1983,R,,,,,15x16,breit,,,Gs,A,Ti,Sch,,,H2,gr,,,,,,,Kat.DG.24.4.139,5158
5159,a1983,R,,,,,13x16,breit,,,Gs,A,O,,,,H2,gr,,,,,,,Kat.DG.24.4.141,5159
5160,a1983,R,,,,,9x8,hoch,,,Gs,A,Ti,,,,H2,gr,,,,,,,Kat.DG.24.4.142,5160
5161,a1983,R,,,,,8x11,breit,,,Gs,A,,,,,H2,gr,,,,,,,Kat.DG.24.4.143,5161
